date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:20	320200/320200	---M-Z	200	added ('OK')	text/css	etag:%224e2c8-69fad981-d2a83ec881b5a1e1;gz%22	https://html.vikinglab.agency/saasi/assets/css/style.css	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/css/style.css	(from https://html.vikinglab.agency/saasi/index.html)
09:14:20	1275/1275	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:18%20GMT	https://html.vikinglab.agency/saasi/assets/img/preloader/vl-preloader-1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/preloader/vl-preloader-1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:20	1493/1493	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:19%20GMT	https://html.vikinglab.agency/saasi/assets/img/logo/logo-white.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/logo/logo-white.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:20	103812/103812	---MCZ	200	added ('OK')	text/html	etag:%2219584-69fad97f-40b8a9c4aaa305a4;gz%22	https://html.vikinglab.agency/saasi/index-2.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-2.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:21	88585/88585	---MCZ	200	added ('OK')	text/html	etag:%2215a09-69fad97f-7549ad3c1727cd71;gz%22	https://html.vikinglab.agency/saasi/index-3.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-3.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:21	88785/88785	---MCZ	200	added ('OK')	text/html	etag:%2215ad1-69fad97f-216650aa85abe7e8;gz%22	https://html.vikinglab.agency/saasi/index-4.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-4.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:21	98556/98556	---MCZ	200	added ('OK')	text/html	etag:%22180fc-69fad97f-125886eecc22c347;gz%22	https://html.vikinglab.agency/saasi/index-5.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-5.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:21	55847/55847	---MCZ	200	added ('OK')	text/html	etag:%22da27-69fad980-f8ddcdfa91048a66;gz%22	https://html.vikinglab.agency/saasi/index-6.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-6.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:21	68123/68123	---MCZ	200	added ('OK')	text/html	etag:%2210a1b-69fad980-7d90d35fe06e069f;gz%22	https://html.vikinglab.agency/saasi/index-7.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-7.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:22	86352/86352	---MCZ	200	added ('OK')	text/html	etag:%2215150-69fad980-2e4449a1b5b55455;gz%22	https://html.vikinglab.agency/saasi/index-8.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-8.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:22	58895/58895	---MCZ	200	added ('OK')	text/html	etag:%22e60f-69fad980-358d0125561d883d;gz%22	https://html.vikinglab.agency/saasi/index-9.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-9.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:22	132608/132608	---MCZ	200	added ('OK')	text/html	etag:%2220600-69fad980-9443c81f4613d6b9;gz%22	https://html.vikinglab.agency/saasi/index-10.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/index-10.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:22	76989/76989	---MCZ	200	added ('OK')	text/html	etag:%2212cbd-69fad97f-b00e0e5db66ff0fc;gz%22	https://html.vikinglab.agency/saasi/about.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/about.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:23	62054/62054	---MCZ	200	added ('OK')	text/html	etag:%22f266-69fad97f-927afc781d8904b1;gz%22	https://html.vikinglab.agency/saasi/feature.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/feature.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:23	54559/54559	---MCZ	200	added ('OK')	text/html	etag:%22d51f-69fad980-589d7009bb0d6275;gz%22	https://html.vikinglab.agency/saasi/pricing.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/pricing.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:23	30491/30491	---MCZ	200	added ('OK')	text/html	etag:%22771b-69fad97f-fc1f4061d6550618;gz%22	https://html.vikinglab.agency/saasi/blog.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/blog.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:23	48823/48823	---MCZ	200	added ('OK')	text/html	etag:%22beb7-69fad97f-d1a72f24c97e919e;gz%22	https://html.vikinglab.agency/saasi/blog-details.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/blog-details.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:23	40503/40503	---MCZ	200	added ('OK')	text/html	etag:%229e37-69fad97f-3e2f14d1eff0b6dc;gz%22	https://html.vikinglab.agency/saasi/blog-single.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/blog-single.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:24	31775/31775	---MCZ	200	added ('OK')	text/html	etag:%227c1f-69fad980-e30af7207a8a9f6c;gz%22	https://html.vikinglab.agency/saasi/team.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/team.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:24	56101/56101	---MCZ	200	added ('OK')	text/html	etag:%22db25-69fad980-d2abc47c1b8a3658;gz%22	https://html.vikinglab.agency/saasi/Integration.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/Integration.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:24	34115/34115	---MCZ	200	added ('OK')	text/html	etag:%228543-69fad97f-b1cf4d1db03f2693;gz%22	https://html.vikinglab.agency/saasi/contact.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/contact.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:24	33280/33280	---MCZ	200	added ('OK')	text/html	etag:%228200-69fad980-e57f01a3c307ae31;gz%22	https://html.vikinglab.agency/saasi/registation.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/registation.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:25	32247/32247	---MCZ	200	added ('OK')	text/html	etag:%227df7-69fad980-9b754d011fe7a1e4;gz%22	https://html.vikinglab.agency/saasi/login.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/login.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:25	30856/30856	---MCZ	200	added ('OK')	text/html	etag:%227888-69fad97f-624efc70f72fc6eb;gz%22	https://html.vikinglab.agency/saasi/forgotpassword.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/forgotpassword.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:25	51500/51500	---MCZ	200	added ('OK')	text/html	etag:%22c92c-69fad980-cd1ba89732ce3ec2;gz%22	https://html.vikinglab.agency/saasi/testimonial.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/testimonial.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:25	32480/32480	---MCZ	200	added ('OK')	text/html	etag:%227ee0-69fad97f-c3a69abec666ab27;gz%22	https://html.vikinglab.agency/saasi/documentation.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/documentation.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:25	21038/21038	---MCZ	200	added ('OK')	text/html	etag:%22522e-69fad97f-b741dec5b35b7f6b;gz%22	https://html.vikinglab.agency/saasi/404.html	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/404.html	(from https://html.vikinglab.agency/saasi/index.html)
09:14:26	352/352	---M-Z	200	added ('OK')	image/svg+xml	etag:%22160-69fad992-594d90503c39abd1;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-arrowupright.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-arrowupright.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:26	1465/1465	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:24%20GMT	https://html.vikinglab.agency/saasi/assets/img/logo/logo-black.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/logo/logo-black.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:26	34071/34071	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:25%20GMT	https://html.vikinglab.agency/saasi/assets/img/gallery/gallery-1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/gallery/gallery-1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:27	47657/47657	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:25%20GMT	https://html.vikinglab.agency/saasi/assets/img/gallery/gallery-2.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/gallery/gallery-2.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:27	43372/43372	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:26%20GMT	https://html.vikinglab.agency/saasi/assets/img/gallery/gallery-3.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/gallery/gallery-3.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:28	63944/63944	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:26%20GMT	https://html.vikinglab.agency/saasi/assets/img/gallery/gallery-4.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/gallery/gallery-4.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:29	1532794/1532794	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:28%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-banner-thumb1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-banner-thumb1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:30	8921/8921	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:28%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-banner-bottom-shape1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-banner-bottom-shape1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:30	4371/4371	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:28%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-left-shape1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-left-shape1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:30	4370/4370	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:29%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-right-shape1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-right-shape1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:30	7792/7792	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:29%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-client-group-thumb1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-client-group-thumb1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:31	1033/1033	---M-Z	200	added ('OK')	image/svg+xml	etag:%22409-69fad993-167e0ab0a2df1c46;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-star-icon1.1.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-star-icon1.1.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:31	18190/18190	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:30%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-thumb-shape-1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-thumb-shape-1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:31	13705/13705	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:30%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-thumb-shape-1.2.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-thumb-shape-1.2.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:32	62311/62311	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:30%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-banner-thumb-1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-banner-thumb-1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:32	18105/18105	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:31%20GMT	https://html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:33	17568/17568	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:31%20GMT	https://html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.2.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.2.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:33	19942/19942	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:31%20GMT	https://html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.3.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.3.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:33	15346/15346	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:32%20GMT	https://html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.4.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.4.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:34	13622/13622	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:32%20GMT	https://html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.5.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/brand/vl-brand-1.5.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:34	812/812	---M-Z	200	added ('OK')	image/svg+xml	etag:%2232c-69fad991-969be198904467f2;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/sub-title-icon1.1.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/sub-title-icon1.1.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:34	1347/1347	---M-Z	200	added ('OK')	image/svg+xml	etag:%22543-69fad991-cec3b645145c4363;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-iconbox1.1.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-iconbox1.1.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:34	1414/1414	---M-Z	200	added ('OK')	image/svg+xml	etag:%22586-69fad991-f7aa84c9bb57a539;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-iconbox1.2.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-iconbox1.2.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:34	2187/2187	---M-Z	200	added ('OK')	image/svg+xml	etag:%2288b-69fad991-3022d6447b6081ca;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-iconbox1.3.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-iconbox1.3.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:35	40995/40995	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:33%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-tab-dashbord.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-tab-dashbord.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:35	88258/88258	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:34%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-tab-thumb-bg1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-tab-thumb-bg1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:36	497392/497392	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:35%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-bg-1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-bg-1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:37	26866/26866	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:35%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:37	31473/31473	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:36%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.2.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.2.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:38	28035/28035	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:36%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.4.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.4.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:38	60952/60952	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:36%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.3.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/service/vl-service-thumb1.3.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:38	5323/5323	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:37%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-tab-circle-text1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-tab-circle-text1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:39	1192/1192	---M-Z	200	added ('OK')	image/svg+xml	etag:%224a8-69fad9a2-1120481252717545;gz%22	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-up-arrow.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/banner/vl-up-arrow.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:39	35686/35686	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:37%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-tab-thumb-iner-2.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-tab-thumb-iner-2.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:39	1977/1977	---M-Z	200	added ('OK')	image/svg+xml	etag:%227b9-69fad993-e1c645908bb72fbf;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.1.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.1.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:39	2713/2713	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a99-69fad994-979d0e84db5c81d2;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.2.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.2.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:40	2359/2359	---M-Z	200	added ('OK')	image/svg+xml	etag:%22937-69fad994-69f2ef9206d33d22;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.3.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.3.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:40	3581/3581	---M-Z	200	added ('OK')	image/svg+xml	etag:%22dfd-69fad995-f5276cb821843488;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.4.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-tab-icn1.4.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:41	511180/511180	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:39%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-intregrationbg.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-intregrationbg.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:41	740/740	---M-Z	200	added ('OK')	image/svg+xml	etag:%222e4-69fad991-c72b0455954bfb3a;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/sub-title-icon1.2.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/sub-title-icon1.2.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:42	61373/61373	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:40%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-logo-thumb.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/tab/vl-logo-thumb.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:42	2524/2524	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:40%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/testimonial/vl-testimonial-auth-1.1.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/testimonial/vl-testimonial-auth-1.1.png	(from https://html.vikinglab.agency/saasi/index.html)
09:14:42	3380/3380	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d34-69fad993-60d0b805797812d5;gz%22	https://html.vikinglab.agency/saasi/assets/img/icon/vl-testimonial-quote1.1.svg	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/icon/vl-testimonial-quote1.1.svg	(from https://html.vikinglab.agency/saasi/index.html)
09:14:43	51066/51066	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jun%202026%2003:44:41%20GMT	https://html.vikinglab.agency/saasi/assets/img/hrmanagement/testimonial/vl-testimonial-bg.png	C:/My%20Web%20Sites/Plannor/html.vikinglab.agency/saasi/assets/img/hrmanagement/testimonial/vl-testimonial-bg.png	(from https://html.vikinglab.agency/saasi/index.html)
